AuthorID,Author,Date_original,Date,Content,Attachments,Reactions,
4.12E+17,hikariws,2020/10/7 上午8:48,2020/10/7,"is CRV inflationary, or is the current existing amount all CRV that will ever exist?",,,
1.85E+17,charliecurve,2020/10/7 上午9:07,2020/10/7,You can check our release schedule there https://dao.curve.fi/inflation,,,
3.25E+17,kalle38,2020/10/7 下午7:17,2020/10/7,"has there ever been the thought to get rid of the locked veCRV token? just give the CRV token holders a fee share and voting rights (above a certain amount of tokens), wouldnt that decrease the selling pressure?",,,
7.38E+17,thehybridbeast#6044,2020/10/7 下午9:34,2020/10/7,@Charlie,,,
7.38E+17,thehybridbeast#6044,2020/10/7 下午9:35,2020/10/7,Could you add euro stable coins?,,yes (2),
2.36E+17,jintao,2020/10/7 下午10:44,2020/10/7,could the susd pool theoretically have been a metapool if 3pool had existed prior,,,
5.08E+17,kendrickllama,2020/10/7 下午10:47,2020/10/7,not a dev but I don't think sUSD can scale to the current demand,,,
5.08E+17,kendrickllama,2020/10/7 下午10:47,2020/10/7,comparing with the holy trinity,,,
5.10E+17,justwanttoknowathing,2020/10/7 下午10:50,2020/10/7,"sUSD originally _was_ a metapool with the y pool, iirc.",,,
3.90E+17,Eugin#3855,2020/10/8 上午12:40,2020/10/8,"Hi guys, for the gauge voting every thursday, is there a way to see the status of the voting before the final reveal? ( eg, like when voting for a IP, you can see the number of yes vs no and make a rough judgement)",,,
5.08E+17,kendrickllama,2020/10/8 上午12:40,2020/10/8,you can check https://dao.curve.fi/gaugeweight for current AND proposed gauge weight change,,,
2.79E+17,robin_9447,2020/10/8 上午3:53,2020/10/8,"> Could you add euro stable coins?
@thehybridbeast is there any?",,,
7.38E+17,thehybridbeast#6044,2020/10/8 上午4:53,2020/10/8,@Robin_ Waves has EURN,,,
7.38E+17,thehybridbeast#6044,2020/10/8 上午4:53,2020/10/8,It would aďd a more reliable coin than usd,,,
1.85E+17,charliecurve,2020/10/8 上午5:20,2020/10/8,We'd like to eventually,,,
1.85E+17,charliecurve,2020/10/8 上午5:20,2020/10/8,EURS/EURN/SEUR,,,
1.85E+17,charliecurve,2020/10/8 上午5:20,2020/10/8,are all good candidates,,,
7.38E+17,thehybridbeast#6044,2020/10/8 上午5:37,2020/10/8,@Charlie nice :),,,
2.79E+17,robin_9447,2020/10/8 上午5:44,2020/10/8,@Charlie could there be a pool with USD and EUR stablecoins together?,,,
1.85E+17,charliecurve,2020/10/8 上午6:28,2020/10/8,Could yes,,,
7.51E+17,kramclo_chefkimchi,2020/10/8 上午6:54,2020/10/8,"> @Charlie could there be a pool with USD and EUR stablecoins together?
@Robin_ I like this idea",,,
1.85E+17,charliecurve,2020/10/8 上午6:54,2020/10/8,I guess that would make sense,,,
1.85E+17,charliecurve,2020/10/8 上午6:55,2020/10/8,EUR pool then a EUR/3Pool metapool to change currencies,,,
2.79E+17,robin_9447,2020/10/8 上午8:33,2020/10/8,would curve handle well the small currency rate variation?,,,
1.85E+17,charliecurve,2020/10/8 上午8:44,2020/10/8,Yes,,,
1.85E+17,charliecurve,2020/10/8 上午8:44,2020/10/8,soft pegged slow moving assets are okay,,,
6.17E+17,raddygg,2020/10/8 上午11:15,2020/10/8,you'd need higher fees probably,,,
5.10E+17,justwanttoknowathing,2020/10/8 下午6:28,2020/10/8,"> A new signal proposal is available to vote and discuss. This new Metapool would introduce RSR to the Curve protocol with 3Pool as its base pool.
Should be RS_V_? (It is in the linked discussion post.)",,,
1.85E+17,charliecurve,2020/10/8 下午6:29,2020/10/8,"@justwanttoknowathing yes, fixed thank you",,👍 (1),
2.23E+17,troymurs,2020/10/8 下午6:56,2020/10/8,Has there been any discussion around the idea that veCRV has lowered the demand for CRV and it’s reflected in the CRV price? I’m thinking through the tokenomics of it all,,,
4.12E+17,hikariws,2020/10/8 下午7:21,2020/10/8,"why did it lower the demand? by locking CRV we're lowering the offer, isn't it?",,,
1.85E+17,charliecurve,2020/10/8 下午7:50,2020/10/8,Yeah it's the other way around,,,
2.23E+17,troymurs,2020/10/8 下午9:24,2020/10/8,Sorry...I thought the veCRV was a token. @Charlie could you help me understand how veCRV is indexed in the platform if it’s not a token? I understand how it’s weight is derived but I’m confused if it’s not a token.,,,
2.23E+17,troymurs,2020/10/8 下午9:24,2020/10/8,"By the way, big fan of the DAO you guys created",,,
7.49E+17,fessor63,2020/10/8 下午10:08,2020/10/8,Anyone else getting a blank page (except for the Curve banner) at https://dao.curve.fi/daocontracts  ?,,👍 (1),
7.38E+17,ne1k0,2020/10/8 下午10:10,2020/10/8,How did you get there?,,GWowoKannaBear (1),
7.38E+17,ne1k0,2020/10/8 下午10:13,2020/10/8,"Ah, yes, the title link in the dao site is broken.",,,
1.85E+17,charliecurve,2020/10/10 下午3:45,2020/10/10,"Voting costs around $3 right now
We need 0.5% more voters to get quorum on incentivised MTA pool
Please go vote: https://dao.curve.fi/vote/ownership/20",,,
6.17E+17,raddygg,2020/10/10 下午7:11,2020/10/10,"I don't see one for the RSR pool, or am I blind?",,,
4.12E+17,hikariws,2020/10/10 下午8:00,2020/10/10,what's the minimum approval?,,,
4.12E+17,hikariws,2020/10/10 下午8:00,2020/10/10,total existing veCRV?,,,
7.63E+17,.nagaking,2020/10/10 下午8:08,2020/10/10,I voted and moved the needle up .01% lol,,"Curve (1),🔥 (1)",
5.08E+17,kendrickllama,2020/10/10 下午8:09,2020/10/10,every votes count ser! Thank you for doing the good work!,,Curve (1),
7.38E+17,thehybridbeast#6044,2020/10/10 下午8:46,2020/10/10,@Kendrick Llama 🦙 Is quorum met?,,,
7.63E+17,.nagaking,2020/10/10 下午8:50,2020/10/10,its at 29.06/30,,,
6.17E+17,raddygg,2020/10/10 下午9:48,2020/10/10,few more wallets to vote with ^^,,,
1.85E+17,charliecurve,2020/10/11 上午6:01,2020/10/11,"> I don't see one for the RSR pool, or am I blind?
@raddy Only signal for that yet",,,
1.85E+17,charliecurve,2020/10/11 上午6:01,2020/10/11,Few more days to official DAO vote,,,
4.16E+17,ziel_ny,2020/10/11 下午7:06,2020/10/11,What are the next steps for CIP23? Actually implementation?,,,
1.53E+17,c2tp,2020/10/11 下午7:20,2020/10/11,next step would be actually passing signal vote,,,
1.85E+17,charliecurve,2020/10/11 下午7:32,2020/10/11,+ 14/18 are priority,,,
4.16E+17,ziel_ny,2020/10/12 上午3:27,2020/10/12,https://signal.curve.fi/#/curve/proposal/QmNo3PVnpjr1djApgBDv28jZfFvWeh4RsLhnxSnhtVS7HM,,,
4.16E+17,ziel_ny,2020/10/12 上午3:27,2020/10/12,"We voted ""For"".",,,
1.85E+17,charliecurve,2020/10/12 上午5:41,2020/10/12,@Maciej It's a contentious vote,,,
1.85E+17,charliecurve,2020/10/12 上午5:41,2020/10/12,Needs 51%,,,
1.85E+17,charliecurve,2020/10/12 上午5:43,2020/10/12,"Anyways we discussed with the person who proposed and:
- He understands this would come after 14/18
- Signal votes are non binding and that this would need to go to DAO vote
- This could be reworked based on what happens with 14/18",,,
2.23E+17,troymurs,2020/10/12 上午9:53,2020/10/12,"Quick questions about the ""vote escrow"" system...does your voting power decay with time?",,,
2.79E+17,robin_9447,2020/10/12 上午9:58,2020/10/12,yes it does @TroyMurs,,,
2.79E+17,robin_9447,2020/10/12 上午9:58,2020/10/12,"oh I'm now blue, that's nice",,,
1.85E+17,charliecurve,2020/10/12 上午10:01,2020/10/12,You're e-famous,,,
1.85E+17,charliecurve,2020/10/12 上午10:01,2020/10/12,Curve Discord efamous,,,
2.23E+17,troymurs,2020/10/12 上午10:05,2020/10/12,Is there any documentation on how the decay works?,,,
1.85E+17,charliecurve,2020/10/12 上午10:05,2020/10/12,"Not really, it's just linear",,,
2.23E+17,troymurs,2020/10/12 上午10:05,2020/10/12,ok,,,
2.23E+17,troymurs,2020/10/12 上午10:05,2020/10/12,thanks @Charlie,,,
2.23E+17,troymurs,2020/10/12 上午10:17,2020/10/12,@Charlie can you explain the thinking behind having a decay?  Why not just lose all your voting power at the end of the time?,,,
1.85E+17,charliecurve,2020/10/12 上午10:17,2020/10/12,Nothing at stake problem,,,
1.85E+17,charliecurve,2020/10/12 上午10:18,2020/10/12,"You could be a huge whale, propose a dangerous vote that ends right before your lock expire",,,
1.85E+17,charliecurve,2020/10/12 上午10:18,2020/10/12,"Try to pass it, dump your CRV when your lock expire and damage the protocol",,"1000 (1),👍 (1)",
4.16E+17,ziel_ny,2020/10/12 上午11:36,2020/10/12,Thanks for clarification @Charlie,,,
9.47E+16,jiecut#9734,2020/10/12 下午8:50,2020/10/12,DAO vote out - proposal to ramp the renBTC A parameter from 125 to 200,,,
9.47E+16,jiecut#9734,2020/10/12 下午8:50,2020/10/12,https://gov.curve.fi/t/cip-27-increase-renbtc-pool-a-parameter-to-200/950,,,
4.12E+17,hikariws,2020/10/12 下午10:11,2020/10/12,what's A parameter?,,,
5.08E+17,kendrickllama,2020/10/12 下午10:14,2020/10/12,@Hikari check out this post about A param https://gov.curve.fi/t/cip-25-increase-3pool-a-parameter-to-200/940/7?u=kendrickllama,,,
4.12E+17,hikariws,2020/10/12 下午10:17,2020/10/12,tnx!,,,
4.12E+17,hikariws,2020/10/12 下午10:55,2020/10/12,"How the protocol behaves when a token on a pool go shortage? What happens for anybody trying to trade for it or against it, and for anybody that adds liquidity to it or to the most liquid token?",,,
5.08E+17,kendrickllama,2020/10/12 下午11:05,2020/10/12,"we have an article about how Curve works here, please see https://resources.curve.fi/base-features/understanding-curve",,,
4.16E+17,ziel_ny,2020/10/13 上午8:11,2020/10/13,How much of RSR incentive the pool will distribute?,,,
1.85E+17,charliecurve,2020/10/13 上午8:24,2020/10/13,You'll have to ask them 🙂,,,
6.17E+17,raddygg,2020/10/13 上午10:51,2020/10/13,"that gauge won't make it in this week though, no?",,,
2.66E+17,gunboats69,2020/10/13 上午11:43,2020/10/13,Let's do USDB/3pool!,,,
5.93E+17,GBoneSkillet#3270,2020/10/13 下午6:35,2020/10/13,There is staking for CRV now?,,,
1.85E+17,charliecurve,2020/10/13 下午6:37,2020/10/13,Votelocking == staking,,,
5.93E+17,GBoneSkillet#3270,2020/10/13 下午6:38,2020/10/13,Oh ok. So only for liquidity providers still?,,,
1.85E+17,charliecurve,2020/10/13 下午6:45,2020/10/13,oh no,,,
1.85E+17,charliecurve,2020/10/13 下午6:45,2020/10/13,now you can get admin fees,,,
1.85E+17,charliecurve,2020/10/13 下午6:45,2020/10/13,when locking CRV,,,
1.85E+17,charliecurve,2020/10/13 下午6:45,2020/10/13,see veCRV stats bottom of the homepage,,,
5.93E+17,GBoneSkillet#3270,2020/10/13 下午7:01,2020/10/13,,https://cdn.discordapp.com/attachments/745257323487953036/765710786651619328/Screenshot_20201013-190112_Brave.jpg,,
5.93E+17,GBoneSkillet#3270,2020/10/13 下午7:01,2020/10/13,This?,,,
5.93E+17,GBoneSkillet#3270,2020/10/13 下午7:01,2020/10/13,Is there an article i can share with my trading group,,,
7.52E+17,JohnnySokko#3864,2020/10/13 下午7:37,2020/10/13,https://resources.curve.fi/guides/staking-your-crv,,,
7.52E+17,JohnnySokko#3864,2020/10/13 下午7:38,2020/10/13,@GBoneSkillet,,,
5.93E+17,GBoneSkillet#3270,2020/10/13 下午7:38,2020/10/13,Thank you,,👍 (1),
5.08E+17,kendrickllama,2020/10/13 下午8:46,2020/10/13,@mightybeast best to ignore it they are just looking for attention,,,
7.52E+17,JohnnySokko#3864,2020/10/14 上午9:16,2020/10/14,"Since I am new to Curve and after having locked my CRV away for four years (still feels a bit crazy) and having read some of the discussion around how to return value to CRV owners, has it been discussed to just provide a mechanism to the normal CRV holders to earn yield by supplying and staking to the Uniswap LP? Possibly using the Ampleforth Geyser model to incentivize longer term commitment using a multiplier that increases over time to a set max. I really like the idea of gaining the 2.5x bonus and trading fee APY with veCRV but I also dislike the dropping CRV value. The veCRV program is great from my pov however it is something that appeals to a small % of folks given the complexity and commitment. Perhaps some of the fees can be directed toward an easier to understand and lower commitment program with lower but acceptably sized rewards to get additional CRV off the market and also increase liquidity?",,,
5.32E+17,tian7.eth,2020/10/14 上午9:24,2020/10/14,I think there are some discussions about Uniswap LP incentives.,,,
5.32E+17,tian7.eth,2020/10/14 上午9:25,2020/10/14,@JohnnySokko https://discordapp.com/channels/729808684359876718/729810461888872509/758663247611559966,,,
7.52E+17,JohnnySokko#3864,2020/10/14 上午9:36,2020/10/14,"> I think there are some discussions about Uniswap LP incentives.
@tian7.eth Thanks I missed that!",,,
1.85E+17,charliecurve,2020/10/14 下午7:53,2020/10/14,Come vote on stable admin fees: https://gov.curve.fi/t/scip-1-what-stable-coin-should-admin-fees-be-distributed-in/962,,,
1.85E+17,charliecurve,2020/10/15 上午6:53,2020/10/15,"It's very important that all governance participants help us reach quorum so we can patch a potential vulnerability, please go vote asap: https://dao.curve.fi/vote/ownership/22",,,
5.08E+17,kendrickllama,2020/10/15 上午8:39,2020/10/15,we passed the vote to make Curve safu above^,,Curve (2),
5.08E+17,kendrickllama,2020/10/15 上午8:40,2020/10/15,thank you for voting guys!,,,
1.85E+17,charliecurve,2020/10/15 上午10:51,2020/10/15,"We need quorum on the following proposals, two incentivised pools (with KEEP and and RSR), please go vote:
tBTC gauge: https://dao.curve.fi/vote/ownership/23
RSV gauge: https://dao.curve.fi/vote/ownership/21",,,
9.47E+16,jiecut#9734,2020/10/15 上午11:23,2020/10/15,Cool update so that you can see what votes need quorum.,,,
4.12E+17,hikariws,2020/10/15 上午11:34,2020/10/15,paying fee to vote isn't worh it... shouldn't it be off-chain using address's PK to sign the vote?,,,
9.47E+16,jiecut#9734,2020/10/15 下午12:10,2020/10/15,@Hikari I think they're working on something for gasless voting.,,,
1.85E+17,charliecurve,2020/10/15 下午3:16,2020/10/15,Should come next week I believe,,👍 (1),
9.47E+16,jiecut#9734,2020/10/15 下午4:16,2020/10/15,"Guys, the usdt pool already has 50% admin fees.",,,
7.38E+17,ne1k0,2020/10/15 下午4:58,2020/10/15,Then the UI has been fixed?,,,
1.85E+17,charliecurve,2020/10/15 下午5:25,2020/10/15,Yes has been,,,
1.85E+17,charliecurve,2020/10/15 下午5:25,2020/10/15,I think USDT pool isn't owned by the DAO so that's why it didn't show,,,
9.47E+16,jiecut#9734,2020/10/15 下午6:09,2020/10/15,"Oh, the parameters just got applied 5 hours ago.",,😋 (1),
3.91E+17,fx8888,2020/10/15 下午9:35,2020/10/15,"hi, guys,   is there a page to lock veCRV ? or without lock , showing how much CRV rewards to each veCRV ?",,,
5.08E+17,kendrickllama,2020/10/15 下午9:36,2020/10/15,@$FX check out https://www.curve.fi/usecrv,,,
3.91E+17,fx8888,2020/10/15 下午10:43,2020/10/15,"> @$FX check out https://www.curve.fi/usecrv
@Kendrick Llama 🦙 

veCRV holder APY: 84.71%
Yearly fee earnings per 1 veCRV: 0.43$ 

Where can we see the earnings?",,,
5.08E+17,kendrickllama,2020/10/15 下午10:51,2020/10/15,`Yearly fee earnings per 1 veCRV: 0.43$ `,,,
3.91E+17,fx8888,2020/10/15 下午10:53,2020/10/15,How to collect the fee,,,
5.08E+17,kendrickllama,2020/10/15 下午10:56,2020/10/15,"will be soon, it's being worked on and has a high priority from our devs",,,
7.38E+17,ne1k0,2020/10/15 下午11:02,2020/10/15,@$FX in fact there is a discussion and vote on what form the fees should take you can follow here: https://gov.curve.fi/t/scip-1-what-stable-coin-should-admin-fees-be-distributed-in/962/11,,,
6.60E+17,0xalde,2020/10/16 上午12:21,2020/10/16,so where can i see rewards for staking vecrv?,,,
5.08E+17,kendrickllama,2020/10/16 上午12:24,2020/10/16,on https://www.curve.fi/usecrv,,,
3.91E+17,fx8888,2020/10/16 上午4:35,2020/10/16,"55 gwei   AMOUNT + GAS FEE

0.033
$12.19  for a vote at https://dao.curve.fi/gaugeweight   any plan to use sign on offchain  to save such fee ?",,,
5.08E+17,kendrickllama,2020/10/16 上午4:49,2020/10/16,"should be 40-50% of what you see on MetaMask for gas cost but yeah I agree, would be great if gauge weight vote can change to off-chain voting like signal vote",,,
5.08E+17,kendrickllama,2020/10/16 上午4:49,2020/10/16,that will increase participation too,,,
3.91E+17,fx8888,2020/10/16 上午5:02,2020/10/16,"oh, by the way,  i just locked my crv yesterday,   on current signal vote , it's showing my   Voting power
0 veCRV , why ?",,,
5.32E+17,tian7.eth,2020/10/16 上午5:02,2020/10/16,Maybe we can vote at L2 and execute at L1,,,
5.08E+17,kendrickllama,2020/10/16 上午5:05,2020/10/16,@$FX force refresh the page on signal vote and it should update your new veCRV power,,,
1.85E+17,charliecurve,2020/10/16 上午10:00,2020/10/16,"We need quorum on the following proposals, two incentivised pools (with KEEP and and RSR), please go vote:
tBTC gauge: https://dao.curve.fi/vote/ownership/23
RSV gauge: https://dao.curve.fi/vote/ownership/21",,,
6.17E+17,raddygg,2020/10/16 下午12:34,2020/10/16,there's no clarity on RSV one though,,,
6.17E+17,raddygg,2020/10/16 下午12:35,2020/10/16,asked in their telegram repeatedly what they're doing to incentivize,,,
1.85E+17,charliecurve,2020/10/16 下午12:37,2020/10/16,There seems to be an understanding there is but actually not sure about details either,,,
6.17E+17,raddygg,2020/10/16 下午12:47,2020/10/16,I guess I don't love us spending time/energy adding these super tiny market pools unless there's external incentives,,,
6.17E+17,raddygg,2020/10/16 下午12:47,2020/10/16,I don't *hate* it,,,
6.17E+17,raddygg,2020/10/16 下午12:48,2020/10/16,but we end up with Balancer's challenge of policing it all,,,
7.63E+17,.nagaking,2020/10/16 下午1:16,2020/10/16,"@raddy Reasonable concern, but you can see Curve's total volume has increased pretty well already with the addition of the metapools. I think its good, given that the broader defi market is currently in a bit of a pull back. should pick up even more volume as more money comes back into defi",,,
7.63E+17,.nagaking,2020/10/16 下午1:17,2020/10/16,tbh I think the entire market is just being choked by gas fees right now. Move to L2 over the coming weeks/months should drive serious market expansion,,,
7.63E+17,.nagaking,2020/10/16 下午1:18,2020/10/16,Just me 2 cents 🙂,,,
6.17E+17,raddygg,2020/10/16 下午1:19,2020/10/16,listing fees directed to veCRV? 🙈,,,
7.38E+17,ne1k0,2020/10/16 下午1:21,2020/10/16,In a way that's done. When there's a new pool there's initially like 0% APR for CRV to it. For there to be someone has to delegate veCRV to it which possibly means whosever interested in pool X needs to go purchase CRV and weight the pool they'd like to see LP go to.,,👍 (1),
6.17E+17,raddygg,2020/10/16 下午1:22,2020/10/16,"hmn, not really, we have clever people who rush to new pools, and vote them HARD",,,
7.63E+17,.nagaking,2020/10/16 下午1:22,2020/10/16,"Ya, and you kind of get rewarded with high APY if only you and a few people are willing to take the risk on some new coin",,,
6.17E+17,raddygg,2020/10/16 下午1:23,2020/10/16,but I'm not sure that's to the benefit of our overall liquidity,,,
7.63E+17,.nagaking,2020/10/16 下午1:24,2020/10/16,"I see, you mean that CRV rewards being out of whack could lead to inneficient distribution of liquidity",,,
6.17E+17,raddygg,2020/10/16 下午1:24,2020/10/16,"yeah, its weird game theory too",,,
6.17E+17,raddygg,2020/10/16 下午1:24,2020/10/16,I mean this is generally true of gauge system just gets exacerbated with these new illiquid coins,,,
6.17E+17,raddygg,2020/10/16 下午1:25,2020/10/16,i don't even think you can get usdk now that okex is closed lol,,,
7.63E+17,.nagaking,2020/10/16 下午1:25,2020/10/16,"ya, it would be cool if CRV rewards were auto-distributed in some optimal manner depending on liquidity in the pool and the volume its doing",,,
7.38E+17,ne1k0,2020/10/16 下午1:25,2020/10/16,"also, 4.5Mil CRV locked there (OKex)",,,
6.17E+17,raddygg,2020/10/16 下午1:26,2020/10/16,i kind of wish there was smoothing of some kind applied,,,
6.17E+17,raddygg,2020/10/16 下午1:26,2020/10/16,like an integrator,,,
6.17E+17,raddygg,2020/10/16 下午1:26,2020/10/16,or a cap on how the gauges can move week to week,,,
6.17E+17,raddygg,2020/10/16 下午1:26,2020/10/16,"so new pools start at, say, 25 bps of allocation",,,
7.63E+17,.nagaking,2020/10/16 下午1:26,2020/10/16,"ya, well it seems to me the USDN situation is already auto-correcting because so  many deposited there, driving down the reward",,,
7.38E+17,ne1k0,2020/10/16 下午1:27,2020/10/16,There's the 10day delay. So you can really only weight every _other_ week,,yes (1),
6.17E+17,raddygg,2020/10/16 下午1:28,2020/10/16,that is true,,,
6.17E+17,raddygg,2020/10/16 下午1:29,2020/10/16,i think seth/weth pool has like transformative potential,,yes (2),
7.63E+17,.nagaking,2020/10/16 下午1:29,2020/10/16,"but ya, to your point, it might be better if those LPs were elsewhere",,,
6.17E+17,raddygg,2020/10/16 下午1:29,2020/10/16,so its hard to really obsess too much over currentt game theorry,,,
7.63E+17,.nagaking,2020/10/16 下午1:29,2020/10/16,"yes, very many unknowns haha",,,
6.17E+17,raddygg,2020/10/16 下午1:30,2020/10/16,i actually know very little about the plan there,,,
7.63E+17,.nagaking,2020/10/16 下午1:30,2020/10/16,We're still in the barely perceptible lower-left corner of the token distribution graph 😆,,,
6.17E+17,raddygg,2020/10/16 下午1:30,2020/10/16,is there a linkage from there to other synths?,,,
7.63E+17,.nagaking,2020/10/16 下午1:30,2020/10/16,no idea,,,
7.38E+17,ne1k0,2020/10/16 下午1:34,2020/10/16,"> is there a linkage from there to other synths?
@raddy linkage?",,,
7.38E+17,ne1k0,2020/10/16 下午1:34,2020/10/16,You can trade sXXX for sYYY with zero slippage as it's minted/burned from price oracles.,,,
6.17E+17,raddygg,2020/10/16 下午1:35,2020/10/16,"sure, but is Curve getting a cut of those fees",,,
6.17E+17,raddygg,2020/10/16 下午1:35,2020/10/16,or are we just providing the eth/seth ramp,,,
7.38E+17,ne1k0,2020/10/16 下午1:35,2020/10/16,"There will be a fee/admin-fee, but it may be different than most pools like linkusd, not sure",,,
6.17E+17,raddygg,2020/10/16 下午1:36,2020/10/16,and there's now trickier routes,,,
6.17E+17,raddygg,2020/10/16 下午1:36,2020/10/16,like ETH->wBTC could be ETH->sETH->sBTC->wBTC,,,
7.38E+17,ne1k0,2020/10/16 下午1:36,2020/10/16,"which is two trades for curve, yum",,,
6.17E+17,raddygg,2020/10/16 下午1:37,2020/10/16,usd to eth too obviously,,,
6.17E+17,raddygg,2020/10/16 下午1:37,2020/10/16,usd->sUSD->sETH->ETH,,,
6.17E+17,raddygg,2020/10/16 下午1:38,2020/10/16,I'm assuming we're not doing that out of the box as odds that its worth it for user are slim,,,
7.38E+17,ne1k0,2020/10/16 下午1:38,2020/10/16,out-of-the box?,,,
7.38E+17,ne1k0,2020/10/16 下午1:43,2020/10/16,"Uv2 charges 0.3% for USDC/ETH swaps, two swaps through curve would cost 0.08% (I think), so as long as the liquidity is there it would be a better choice. ETH/MYTOKEN will probably always lay on Uv2, but the route from USD to MYTOKEN (and back) can involve curve quite substantially.",,,
6.17E+17,raddygg,2020/10/16 下午1:48,2020/10/16,"well, plus the synth trade fee + gas",,,
7.38E+17,ne1k0,2020/10/16 下午1:49,2020/10/16,gas hopefully won't be a thing for much longer,,,
1.14E+17,steveo_,2020/10/16 下午3:18,2020/10/16,"Has anyone ever proposed a CRV [CRV, 3Pool] pool?  If LPs are going to sell, might as well collect fees?",,,
1.85E+17,charliecurve,2020/10/16 下午4:33,2020/10/16,Curve pools can only handle soft pegged assets... for now,,"👀 (3),ppdance (2)",
7.38E+17,thehybridbeast#6044,2020/10/16 下午10:46,2020/10/16,@Charlie Can you check the proposal I made?,,,
5.08E+17,kendrickllama,2020/10/16 下午10:55,2020/10/16,@thehybridbeast let me check the proposal with our team,,👌 (1),
5.32E+17,tian7.eth,2020/10/16 下午11:37,2020/10/16,I notice there’s a vote about community fund. And resources about the usage of this fund? And has anyone applied for some fund yet?,,,
5.08E+17,kendrickllama,2020/10/16 下午11:41,2020/10/16,"there's a topic for discussion here https://gov.curve.fi/t/scip-2-utilizing-the-community-fund/967 , it is not voted on-chain yet so can't apply for funding yet",,👍 (1),
5.32E+17,tian7.eth,2020/10/16 下午11:51,2020/10/16,I have participated in some projects incentives for community and take the community fund as a kind of them. I think it’s useful for building a strong community with incentives and also the community can help build a better project .But it’s also very hard to evaluate the contribution and any allocation can cause some doubts .,,,
3.91E+17,fx8888,2020/10/17 上午12:27,2020/10/17,"> @$FX force refresh the page on signal vote and it should update your new veCRV power
@Kendrick Llama 🦙 refreshed time and time again , it's still showing Voting power
0 veCRV  .... it's that veCRV minted before ""Start date"" of any vote .",,,
5.08E+17,kendrickllama,2020/10/17 上午12:28,2020/10/17,"if you lock CRV after the date of the vote created, you won't be able to vote for that one",,,
7.52E+17,JohnnySokko#3864,2020/10/17 上午9:42,2020/10/17,"I've locked my CRV up for 4 years which was a tough decision to make but I did it however I was thinking about that commitment even with the rewards/benefits that it comes with it. That it can seem daunting given how fast things move and how CRV has been in a perpetual downtrend for even the shortest commitment time of one week. Has it been discussed and would it be a possible option to replace the one week with an flexible option with the same rewards without any commitment at all? I'm thinking about it from a human behavior standpoint that any commitment that you have to lock things up for any amount of time is ""tough"".",,,
7.52E+17,JohnnySokko#3864,2020/10/17 上午9:46,2020/10/17,The benefit would be that more people would go ahead and stake their CRV knowing they get a reward (reduced as it is) with the flexibility to take it out at anytime without a lock in period. Given that one week is so short anyway I suggest this might result in more staked CRV without undermining the intent of the program,,,
7.52E+17,JohnnySokko#3864,2020/10/17 上午10:26,2020/10/17,if voting rights are a problem...this can be set to a waiting period of one week or possibly a month,,,
7.38E+17,ne1k0,2020/10/17 上午10:49,2020/10/17,"@JohnnySokko yes, it's been discussed and shot down several times. Here's the latest incantation: https://gov.curve.fi/t/cip-26-add-a-bonded-crv-bcrv-token-design/943",,,
7.52E+17,JohnnySokko#3864,2020/10/17 上午11:07,2020/10/17,"> @JohnnySokko yes, it's been discussed and shot down several times. Here's the latest incantation
@ne1k0 thank you I'll read up",,,
6.28E+17,Magnus#7916,2020/10/17 下午3:39,2020/10/17,"Looks like CIP#24 will have difficulties reaching quorum.. Too bad, would be interesting with another externally incentivized gauge.",,,
1.85E+17,charliecurve,2020/10/17 下午5:33,2020/10/17,Yes we will try to resubmit I guess,,,
6.28E+17,Magnus#7916,2020/10/18 上午4:45,2020/10/18,Time to penalize non-voters? No dividends if you haven't voted in the last x issues/weeks.,,,
1.85E+17,charliecurve,2020/10/18 上午5:37,2020/10/18,@Magnus We are going to bring free votes I believe,,💯 (2),
6.28E+17,Magnus#7916,2020/10/18 上午6:40,2020/10/18,I guess that's a nicer way of nudging people to vote.. 🙂,,,
1.85E+17,charliecurve,2020/10/18 上午6:47,2020/10/18,Yeah we're not too big on forced voting,,,
1.85E+17,charliecurve,2020/10/18 上午6:47,2020/10/18,Concerned that people will vote without reading what they're voting for,,💯 (2),
1.85E+17,charliecurve,2020/10/18 上午6:47,2020/10/18,That's what happened with Yearn,,,
1.85E+17,charliecurve,2020/10/18 上午7:13,2020/10/18,https://gov.curve.fi/t/scip-3-introducing-ecosystem-and-community-grants-and-a-curve-council/985,,,
3.91E+17,fx8888,2020/10/18 上午11:11,2020/10/18,bios about each member are too short  while Curve team members's introduction are missing .  so against .,,,
1.85E+17,charliecurve,2020/10/18 下午12:15,2020/10/18,@$FX Didn't think it was worth including,,,
1.85E+17,charliecurve,2020/10/18 下午12:15,2020/10/18,The point of the council is that they should care about the protocol,,,
1.85E+17,charliecurve,2020/10/18 下午12:16,2020/10/18,I thought it went without saying for team members whose livelihood depend on the protocol,,,
