AuthorID,Author,Date_original,Date,Content,Attachments,Reactions,,,
8.36394E+17,maxzenith,2023/2/16 上午5:19,2023/2/16,"NFT Mechanism (Initial draft TLDR)

Two Tiers of NFTs

-* Tier 1 (~25$)*

�?1 NFT represents a redeemable voucher for a single stay (with 2 meals and one short guided trek).
�?Each NFT mint will plant a tree.
�?5% of royalties will go to Gitcoin 
�?% dedicated to a Cultural fund to support deserving Artists
�?Art & Craft Exhibitions for holders Artists (free of cost)
�?Holders can conduct Crypto meetups at the property (Free Entry for their community, PS: Pay for stay & Food for folks who want to stay the night)
�? Other utilities & perks 

- *Tier 2 (~500-700$)*

Holders will have 
�?% of Royalties from tier 1 NFT trades
�?% of Royalties from Tier 2 NFT trades
�?10 Trees 🌲to be planted per NFT mint
�?% of royalties to Gitcoin
�?% of the amount raised to support DAOs focused on (Free speech, ETH core Devs, Climate & Sustainability)
�?Redeemable for stay with food (Free of cost for 30 days max)
�?Retroactive Rewards distribution to holders from Ecosystem Partners 
�?All utilities of Tier 1 to be included
�?Wild Sherpas are fully operational with all the Infrastructure and without any financial Liabilities. We are planning to distribute its Profit % to Tier 2 NFT holders [Constant streaming or monthly distribution (ERC20)], making those NFTs yield-bearing tokens.

Ethos Initiatives
- Wild Sherpas will run Ethereum & Gnosis Nodes, accept crypto payments, and a Dex widget on the website with Onramp/Offramp integration.


*Future plans* (Immediate steps for Roadmap)

- Build Remote workers' hub with key infrastructure for the home office hybrid. (Profit % generated will go to Tier 2 NFT holders)
- Fund educational expenses for Tribal children.
- Waste management initiative (bins and collection service to recycling plants)
- EV charging Stations + food trucks (Right now we have only one EV charging station in the region)
- Support Women empowerment initiatives (DAOs, Underprivileged and economically backward)",,,,,
8.36394E+17,maxzenith,2023/2/16 上午6:43,2023/2/16,"After a productive discussion with @Carlos Juarez || Aragon.org , I am sharing this here.",,,,,
8.07644E+17,shawnzywonzie,2023/2/16 上午8:22,2023/2/16,Started a thread.,,,,,
3.04055E+17,savvydjinn,2023/2/17 下午9:15,2023/2/17,"Hello everyone, I am totally new here looking for some good conversation and guidance. is there anyone on that would like to spark a conversation? I have tons of qquestions lol",,,,,
8.07644E+17,shawnzywonzie,2023/2/18 上午8:54,2023/2/18,Started a thread.,,,,,
3.95862E+17,pg_metaverse_og,2023/2/20 上午5:47,2023/2/20,"Guys if I have a NFT collection and I want to pay dividends to the NFT holders, how many NFTs could be that collection?",,,,,
8.07644E+17,shawnzywonzie,2023/2/20 上午7:46,2023/2/20,Started a thread.,,,,,
1.41996E+17,apecoin,2023/2/21 上午12:29,2023/2/21,"Is it possible to set up vote requirements, Like user needs to also hold NFT to be eligible to vote. Meaning it is not enough to only have the ERC20",,,,,
9.28679E+17,incandenza1594,2023/2/21 上午5:10,2023/2/21,"Hi @Dunsty, not at the moment. I know that the new product will include features regarding NFTs but it won't be possible to use them for voting straight upon the product release, though I believe a plugin that will allow nft voting will be built pretty soon...",,,,,
8.71717E+17,aleuts,2023/2/21 上午5:29,2023/2/21,"@Dunsty hi friend, yes as @Incandenza || UTC+1 mentions not upon the product release, however, on our roadmap is to build this POC: Ovote, https://forum.aragon.org/t/we-present-ovote-offchain-voting-with-onchain-trustless-execution/3603 which will allow for NFT voting. It also would enable a voter to vote with different components, i.e. a token holder and NFT holder and weigh the voting power from both as pre-prescribed by the DAO.",,,,,
1.41996E+17,apecoin,2023/2/21 上午6:58,2023/2/21,"Perfect, thanks for the reply",,👍🏼 (1),,,
1.058E+18,simp1ejackk,2023/2/22 下午4:32,2023/2/22,"Hey guys, I am part of the founding team for CraterDAO, a DAO being built on Algorand... is this the place for people like me to interact & seek support from others?? Or am I misunderstanding the purpose of the channel?",,,,,
2.39504E+17,Pedro Henrique Bufulin#8527,2023/2/22 下午8:19,2023/2/22,"Hey guys, I'm looking to make a use case for DAOs for my Senior Thesis.
I looked into making a DAO where developers can use a token to vote in which projects they want to participate and earn comissions from. Basically, creating a DAO that can be contacted by companies that need software development and are willing to pay.

Is there such a thing yet?",,,,,
1.058E+18,simp1ejackk,2023/2/23 上午5:29,2023/2/23,"Maybe someone here knows... I recently heard about some product where teams could safely remain pseudonymous as the product had their IDs stored, so if they ran with the money then they would be doxxed.... anyone know what this is?!",,,,,
8.07644E+17,shawnzywonzie,2023/2/24 上午8:41,2023/2/24,Hmmm not sure i know about this one. I know with zero knowledge tech it protects peoples privacy however that doesnt cover the last part you mentioned,,,,,
1.058E+18,simp1ejackk,2023/2/26 上午1:07,2023/2/26,Anyone here that could answer a couple quick & simple questions about token sale/distribution for me (right now preferably)??,,,,,
9.28679E+17,incandenza1594,2023/2/27 上午4:36,2023/2/27,"Hi @Simp1ejackk, are you talking about a token sale for your DAO?",,,,,
1.058E+18,simp1ejackk,2023/2/27 下午5:28,2023/2/27,yes.... I was hoping to chat via DM regarding it,,,,,
9.28679E+17,incandenza1594,2023/2/28 上午7:57,2023/2/28,"Not sure that I can help, but feel free to send me a dm 🙂",,,,,
8.06619E+17,chicomaravilla,2023/3/1 下午3:00,2023/3/1 ,"How to invest assets on DAO? e.g. buying an NFT, doing futures, etc.",,,,,
8.06619E+17,chicomaravilla,2023/3/1 下午3:00,2023/3/1 ,on the new aragon app?,,,,,
5.20652E+17,AitorWeedAlienFlow#4290,2023/3/3 上午5:05,2023/3/3 ,Cómo hago para crear mi DAO en mis dominios de Matic? @everyone,,,,,
8.07644E+17,shawnzywonzie,2023/3/3 上午8:18,2023/3/3 ,Started a thread.,,,,,
6.93188E+17,asec13,2023/3/5 上午7:27,2023/3/5 ,"Is it possible to min NFT collection via Aragon? If so, can you link to a guide? Did not find on the website",,,,,
8.07644E+17,shawnzywonzie,2023/3/5 上午9:13,2023/3/5 ,Started a thread.,,,,,
2.5203E+17,blaze3226,2023/3/11 下午4:02,2023/3/11,"Hey, I have a question regarding bridging/switching from **Aragon App** to **AragonOSx**. Let's say I would like to start a DAO with zero programming knowledge (or budget to pay for a programmer). BUT over time this can change. I would like my DAO to be more flexible (which Aragon App lacks of) and custom (just how AragonOSx is). Being able to programme it according to my expectations would solve this. Is that possible ?",,,,,
8.07644E+17,shawnzywonzie,2023/3/11 下午4:20,2023/3/11,Started a thread.,,,,,
3.14355E+17,kingrabbit,2023/3/14 上午8:18,2023/3/14,"hello guys, I see that in the new interface of app.aragon.org it is not possible to create a DAO in polygon.

Is there a forecast for when it will be implemented?

On the other hand, will ERC-721 verification be possible for governance? (type snapshot.org)",,,,,
8.07644E+17,shawnzywonzie,2023/3/14 上午8:20,2023/3/14,Yes! We will be launching on Polygon by the end of the month!,,,,,
3.14355E+17,kingrabbit,2023/3/14 上午8:21,2023/3/14,"perfecto.

saben si se podrá verificar mediante ERC-721? es decir que la gobernanza sea mediante NFTs, igual que en snapshot donde copias el contrato y asignas el quorum",,,,,
8.07644E+17,shawnzywonzie,2023/3/14 上午8:28,2023/3/14,"Todavía no, actualmente solo puede almacenar sus NFT. Sin embargo, estamos trabajando en un complemento de votación NFT.",,,,,
3.14355E+17,kingrabbit,2023/3/14 下午12:17,2023/3/14,hay previsión para esa funcionalidad?,,,,,
7.17178E+17,cryptorich9253,2023/3/14 下午1:58,2023/3/14,"boa tarde, tem comunidade em portugues?",,,,,
8.07644E+17,shawnzywonzie,2023/3/14 下午6:41,2023/3/14,"não, preferimos que as pessoas falem inglês. estou usando o google tradutor hahah",,,,,
8.07644E+17,shawnzywonzie,2023/3/14 下午6:43,2023/3/14,"La funcionalidad NFT es nuestra función más solicitada. estamos trabajando en la funcionalidad completa de NFT, pero lleva tiempo. Primero hacemos posible el almacenamiento de NFT, luego introducimos la votación de NFT más tarde.",,,,,
9.10895E+17,polll252525,2023/3/15 下午1:24,2023/3/15,"GM! 

Just wanted to ask, how could we, as a DAO, implement a token lockup period? We want to avoid users quickly selling our tokens",,,,,
2.10379E+17,plopmenz,2023/3/15 下午1:29,2023/3/15,You could launch your own ERC20 smart contract with locking functionality and give the address to the TokenVoting plugin (it will create a wrapper around it),,,,,
2.10379E+17,plopmenz,2023/3/15 下午1:30,2023/3/15,Idk if it is the easiest solution though,,,,,
9.10895E+17,polll252525,2023/3/15 下午1:44,2023/3/15,"Thank you for your reply, we will explore it",,👌 (1),,,
1.00257E+18,acho555,2023/3/15 下午2:02,2023/3/15,Can the tokens be staked?,,,,,
2.10379E+17,plopmenz,2023/3/15 下午2:12,2023/3/15,"Of your own DAO?
You can do whatever you want :D
On-chain staking definitely possible",,,,,
1.00257E+18,acho555,2023/3/15 下午2:19,2023/3/15,I don't have DAO. I have ANT and I'm asking if there is staking.,,,,,
2.10379E+17,plopmenz,2023/3/15 下午2:20,2023/3/15,"Ah okay, my bad, dont know anything about ANT unfortunately",,,,,
8.07644E+17,shawnzywonzie,2023/3/15 下午3:51,2023/3/15,No there is no ANT staking.,,👍 (1),,,
9.10895E+17,polll252525,2023/3/17 上午9:43,2023/3/17,GM!,,,,,
9.10895E+17,polll252525,2023/3/17 上午9:43,2023/3/17,"Regarding the first version of ANT, did the Aragon Foundation have a lockup and/or vesting period?",,,,,
8.13824E+17,nomnomacid,2023/3/20 上午11:08,2023/3/20,what is ``implementation`` here? (https://devs.aragon.org/docs/osx/how-to-guides/plugin-development/upgradeable-plugin/setup),https://cdn.discordapp.com/attachments/1036975360551702568/1087392222095360061/image.png,,,,
8.13824E+17,nomnomacid,2023/3/20 上午11:09,2023/3/20,"i reckon it's inherited from IPluginSetup, but i don't see where or how or what i should implement",,,,,
8.13824E+17,nomnomacid,2023/3/20 上午11:10,2023/3/20,https://media.discordapp.net/attachments/884369970069401640/1087392707544088618/image.png?width=1440&height=270,,,,,
8.13824E+17,nomnomacid,2023/3/20 上午11:11,2023/3/20,"https://github.com/aragon/osx/blob/a2b56065bc9fe72fb6c252ba7b50bc0572dbd9aa/packages/contracts/src/plugins/counter-example/v2/CounterV2PluginSetup.sol found it here, why isn't this mentioned in the docs?",,,,,
9.0972E+17,abuusama,2023/3/20 下午1:42,2023/3/20,yea its the implementation of your plugin,,,,,
7.51356E+17,takisoul,2023/3/22 上午11:22,2023/3/22,"@Shawnzy 
Now that I found you, can I please ask sth about token minting when creating a DAO? 
Also how to get testnet eth on Gorli? hesitant to google this...",,,,,
1.08626E+18,Sikeli#9071,2023/3/23 上午6:58,2023/3/23,"Hello, I would like to share some information about @AragonProject twitter community, does anyone know who is responsible for it ?",,,,,
8.07644E+17,shawnzywonzie,2023/3/23 上午10:12,2023/3/23,Started a thread.,,,,,
4.89048E+17,molnarbalazs,2023/3/24 上午11:56,2023/3/24,"I cannot expect all our customers to have wallets but would want to involve them too in participating in proposals and voting, is there some best practice to implement this sort of hybrid operation?",,,,,
4.89048E+17,molnarbalazs,2023/3/24 上午11:58,2023/3/24,"Also, I am somewhat confused over how much there is an overlap between Aragon and Snapshot in terms of governance setup. Are these two a good match if I wanted to make offchain voting possible? (it should make entry easier for newcomers if they did not have to spend on proposals and voting)",,,,,
4.89048E+17,molnarbalazs,2023/3/24 下午12:05,2023/3/24,"Involvement along axis of difficulty (in my case): -users with no wallet, -users with wallets, -users with wallets and also some native tokens they are ready to pay for participation.",,,,,
9.0972E+17,abuusama,2023/3/24 下午1:04,2023/3/24,snapshot is basically a fancy poll app. snapshot votes are not cryptographically binding on their own. there are ways around it but the way the snashot setup works is people sign their votes with their wallets (still need metamask) and a multisig does the action. nothing is compelling to multisig to honour that vote other than reputation. Aragon votes being onchain are totally permissionles.,,this (2),,,
9.0972E+17,abuusama,2023/3/24 下午1:06,2023/3/24,"that being said, Aragon has the capability to enable meta-transactions ie a transaction that is not necessarily paid by the user. and there are signing solutions now that dont require your user to have metamask",,,,,
9.0972E+17,abuusama,2023/3/24 下午1:09,2023/3/24,"web3auth is a ok solution but its a bit clunky imo. but at the end of the day, it is possible but not an off the shelf thing so you should validate the idea before you spend any money building it. if your just trying to give your customers a ""vote"" on something is probably not a good idea in the first place unless they have a real tangible interest in doing so",,,,,
4.89048E+17,molnarbalazs,2023/3/24 下午1:39,2023/3/24,"thanks, quite exhaustive 🙂 I will need some time processing  the ""meta transactions"" concept",,,,,
2.10379E+17,plopmenz,2023/3/24 下午3:45,2023/3/24,"If they have some kind of account at your website, there is nothing stopping you from making a custodial wallet for them (you generate a new wallet and store the information in your database, linked to the account) and use it to sign transactions for them",,,,,
2.10379E+17,plopmenz,2023/3/24 下午3:46,2023/3/24,"Of course you should make it still an option of them to use their own wallet, otherwise not much point in using blockchain instead of just a regular database 😅",,,,,
4.89048E+17,molnarbalazs,2023/3/24 下午4:29,2023/3/24,"yes, I will be targeting registered users, and this is meant for those who don't have the will / skills to enter blockchain wonderland",,,,,
9.0972E+17,abuusama,2023/3/24 下午9:44,2023/3/24,a mets transaction is quite simple conceptually basically the user signs a transaction like they normally would but instead of them sending it on chain them selves it goes to a relayer who submits it paying the gas fee. this relayer is one you run your self using something like https://www.biconomy.io/ or just as a cloud function,,,,,
9.0972E+17,abuusama,2023/3/24 下午9:48,2023/3/24,"i woudnt do that tbh, there are better ways of doing it than that. its like im shilling biconomy now (which i am i love their work 😂 ) but they have an sdk that enables something called account abstraction. essentially what it allows you to do is to create pre funded smart contract wallets and have the user sign with a key in the local browser storage, they never even need to know they have a wallet https://www.biconomy.io/sdk",,👌🏽 (1),,,
2.10379E+17,plopmenz,2023/3/25 上午3:06,2023/3/25,"That does sound better haha, only storing in browser storage would mean that if they clear it (CCLeaner) or access the website from a different device, they get a different wallet, so if you want to reward them tokens to have more voting power it wouldn't work right?",,,,,
4.89048E+17,molnarbalazs,2023/3/25 下午12:49,2023/3/25,"I did try some digging (asking chatgpt along the way 🙂 So, am I right that I could create wallets for the user by an SDK like ""ethers"" (ethers.Wallet.createRandom), store the wallet attributes inside the app? Then I have the wallet.

When this (non paying, no external wallet) user submits a proposal or vote on a proposal, there has to be some forwarding mechanism in place. Is there some documentation I could look at how to setup this contract/app structure? I found a forward, relay setup here (https://docs.openzeppelin.com/defender/guide-metatx) but unsure where to start off from. thanks.",,,,,
4.62954E+17,samolower,2023/3/25 下午1:03,2023/3/25,"Hello guys, is it possible to manage a dao using NFT as governance token on Aragon ?",,,,,
9.0972E+17,abuusama,2023/3/25 下午1:11,2023/3/25,"yea so there are  different strategies for managing user wallets, with account abstraction. but essentially when you first onboard your user to your dapp you dont want them to _have_ to install a bunch of stuff to try it out. the session wallets are not good for anything that requires a persistance. think of it like a temporary wallet (which it is) after the user does a few transactions it means they are much more likely to be a converted user and you can prompt them to have a more secure setup. just like when you first started out with crypto you may not even have backed up your seed but if you got a couple thousand dollars you may have invested into a hardware wallet and a brain wallet for the real bag.",,,,,
9.0972E+17,abuusama,2023/3/25 下午1:14,2023/3/25,"but you dont have to go down that route, you can use social logins to contract wallets (the account abstraction thing) and the keys are not stored in metamask but use portis or one of the other providers that let you sign transactions with your gmail account",,,,,
9.0972E+17,abuusama,2023/3/25 下午1:17,2023/3/25,"yea you can use openzeppelin to do your relayer but you woudnt do the ethers random wallet thing. like i was mentioning, the ""wallet"" is a smart contract and the ""owner"" still has to have some keys and a way to interact with the contract. give me one sec ill send some links",,,,,
9.0972E+17,abuusama,2023/3/25 下午1:20,2023/3/25,"this is a video on the session keys setup
https://youtu.be/NBQEtLjN84E

and this is one is a tutorial on how to use gmail as a signer with a abstract account. 
https://youtu.be/qBPoVs66CxE",,"🚀 (1),👌🏽 (1)",,,
9.0972E+17,abuusama,2023/3/25 下午1:25,2023/3/25,"but honestly its non trivial if you are kind of new to development. IMHO try to validate your idea before trying out all these ideas. personally I love hacking on things like this. if you look at my github I have literally hundreds of repos of small hacks trying out all these cool things but if you are trying to build an actual project, try and validate the underlying idea. all these things, as cool as they are, wont make a flawed idea work, that has to be sound first and its usually the easiest and cheapest thing to test",,,,,
4.89048E+17,molnarbalazs,2023/3/25 下午1:42,2023/3/25,"thanks, lots to read",,,,,
9.0972E+17,abuusama,2023/3/25 下午1:49,2023/3/25,while your at it though https://biconomy.gitbook.io/sdk/introduction/overview. this is by far the easiest way to do this kind of thing and the docs are pretty good. if there is something you dont understand chat gpt can really help lol if not you can ping me and ill help out where i can,,,,,
4.89048E+17,molnarbalazs,2023/3/25 下午1:54,2023/3/25,"it's a good intro, my env is RN-app and lambda backends, i will check to see if these packages are available on react native.",,,,,
4.89048E+17,molnarbalazs,2023/3/25 下午1:57,2023/3/25,or maybe I can just put this service on a node backend service,,,,,
4.89048E+17,molnarbalazs,2023/3/26 上午6:34,2023/3/26,"it looks like the node https://biconomy.gitbook.io/sdk/guides/node.js/setting-up-smart-account
functions allow the creation, deployment of smart accounts and signing transactions.",,,,,
9.0972E+17,abuusama,2023/3/26 上午8:56,2023/3/26,making a thread this is dominating this chat,,🧠 (1),,,
9.0972E+17,abuusama,2023/3/26 上午8:58,2023/3/26,Started a thread.,,,,,
2.5203E+17,blaze3226,2023/3/26 下午2:07,2023/3/26,"Hey guys!
Just wanted to ask, what is the estimated time for Aragon app become full version?

Thank you for your answer!",,,,,
9.98779E+17,sametron#3065,2023/3/27 上午7:24,2023/3/27,"Hello everyone, I'm a new here, and I am a creative designer looking to start a DAO for digital 3D pixel art enthusiasts. I want to build a DAO where I can share my collection and everyone can participate, share their art, and mint NFTs. However, I'm not skilled in coding and I'm not sure where to start.",,,,,
8.07644E+17,shawnzywonzie,2023/3/27 上午7:40,2023/3/27,Started a thread.,,,,,
8.07644E+17,shawnzywonzie,2023/3/27 上午7:41,2023/3/27,Started a thread.,,,,,
6.60618E+17,eurv,2023/3/27 上午8:11,2023/3/27,Is the source code for the OSx front end app open source?,,,,,
2.10379E+17,plopmenz,2023/3/27 上午8:28,2023/3/27,https://github.com/aragon/app,,"❤️ (1),👌🏽 (1)",,,
1.08516E+18,Andy Brownbear UK#2623,2023/3/27 下午1:07,2023/3/27,"Hi All, I'm new here - and curious to hear from folks who have launched DAOs, or considering launching one, as we consider launching a DAO to fund projects at the intersection of music and therapy 

1) which DAO creators platforms (in addition to Aragon) did you/are you considering? 

2) what were/are the most important criteria for you in choosing the right platform? 

I'm pulling together a comparison of different DAO creators/frameworks for our own decision making- starting with Aragon, Colony, Hypha, Syndicate, DAO Haus... would love to crowdsource insights from you and also happy to share info gathered....",,,,,
8.07644E+17,shawnzywonzie,2023/3/27 下午1:27,2023/3/27,Started a thread.,,,,,
7.51356E+17,takisoul,2023/3/29 上午7:12,2023/3/29,gm all! Quick question. Trying to deploy a test DAO on Goerli testnet but I get this error. Any reason why and how to get past it?,https://cdn.discordapp.com/attachments/1036975360551702568/1090594296517898392/Screenshot_2023-03-29_at_2.10.39_PM.png,,,,
2.10379E+17,plopmenz,2023/3/29 上午7:52,2023/3/29,"Not sure what's happening, but you could try disconnecting and reconnecting your wallet?",,🙏 (1),,,
2.10379E+17,plopmenz,2023/3/29 上午7:52,2023/3/29,Idk if you use metamask or walletconnect,,,,,
2.10379E+17,plopmenz,2023/3/29 上午7:52,2023/3/29,That's just what the programmer in me would try haha,,,,,
7.51356E+17,takisoul,2023/3/29 上午7:59,2023/3/29,seemed to have worked! ty,,🔥 (3),,,
8.80794E+17,juliettech,2023/3/29 上午9:22,2023/3/29,Started a thread.,,,,,
8.80794E+17,juliettech,2023/3/29 上午9:27,2023/3/29,Started a thread.,,,,,
7.51356E+17,takisoul,2023/3/29 上午11:31,2023/3/29,"Back again with another question.
I successfully deployed a test DAO on testnet then managed to create a proposal. But even though I had sent tokens to my wallet upon creation (and can see them on ethscan) when the time came to vote, proposal said I have no governance power to vote with .",,,,,
7.51356E+17,takisoul,2023/3/29 上午11:31,2023/3/29,Any reason why this happened?,,,,,
9.94586E+17,Micheal#5073,2023/3/29 下午5:40,2023/3/29,"Hello fam 👋
Who should I contact for partnership?",,,,,
1.07359E+18,juniper_juice,2023/3/30 上午4:13,2023/3/30,"Hey Aragon team, Andrew from Guardarian Exchange here. 

I've got a suggestion to list us on your token page, as an easy & accessible onramp option for buying ANT, which we are. 🙂
Who can I discuss this with?

All our links for reference: https://linktr.ee/guardarian",,,,,
8.07644E+17,shawnzywonzie,2023/3/30 上午8:30,2023/3/30,Started a thread.,,,,,
8.8086E+17,missjeev,2023/4/4 下午3:36,2023/4/4 ,"Hey Aragon Team! I'm Jeevs from Notifi Network  🙂 

This is a partnerships inquiry - I would love to get connected to learn more and explore any ways Aragon & Notifi Network can work together. TL; DR our notification platform can facilitate any on or off chain alert automatically for your users (proposal alerts, prod / marketing alerts, custom alerts, etc.)  Aragon does not seem to have TG, SMS, Discord DMs &  Email Notifications they send their users in real-time built into the dApp - We’d love to support  & see if there are any synergies we can explore.

Can we connect?",,,,,
8.07644E+17,shawnzywonzie,2023/4/4 下午3:58,2023/4/4 ,Started a thread.,,,,,
4.29406E+17,dmt96,2023/4/5 上午1:30,2023/4/5 ,I'm DMT Business Development from Mises Browser. I'm interested to support Aragon run on our browser. Who should I'm contacted for integration?,,,,,
6.99642E+17,javery,2023/4/5 上午6:13,2023/4/5 ,"We (nftx) run Aragon and Snapshot in parallel. 

Governance starts with a forum post which requires some quorum to move to a snapshot vote.  The snapshot vote then allows token holders to vote on the proposal in an off-chain way, which removes the burden of paying for transactions.

We then stage the outcome of the votes (whether treasury decisions or contract updates) onto Aragon and the found votes to reach the minimum quorum.  At this point people could still vote for/against, but because everyone already had their say (for free) we've never had any issues.",,,,,
8.71717E+17,aleuts,2023/4/5 上午6:24,2023/4/5 ,"Welcome Javery! Glad to have some NFTX friends in here. I was recently chatting with Gaus! It will be a few quarters but we are planning on integrating off-chain voting / gasless voting into the App, eventually with optional on-chain execution as well. Removing the need for DAOs having to hop in and out of their DAO homebase! 🙂 For now that does seem to be the standard for sure and works well!",,,,,
6.99642E+17,javery,2023/4/5 上午6:30,2023/4/5 ,Amazing news!,,,,,
6.99642E+17,javery,2023/4/5 上午6:34,2023/4/5 ,"I stopped by the stand at ETH Denver to say hello and ask some questions. Gaus has already staked the claim on the namespace for the new Aragon app, I think our rough plan is to migrate from our current DAO across to the new version.  Points to consider would be
- What to do with the token?
- What to do with the three wallets on a time-lock token distribution
- Does the new version allow for token delegation for voting? (I saw a short video about wrapping ANT tokens to wANT which allows for delegation, assume this is with the newest version)
- Timeframes around connecting/migrating historic data from older DAO versions of Aragon to the new version",,🔥 (1),,,
8.71717E+17,aleuts,2023/4/5 下午3:55,2023/4/5 ,"Hey friend! Mind dm'ing me the contract locking the accounts and the DAO address? 🙂 
- We will have the ability to import your DAOs tokens shortly
- Will get back to you about this, need to look at the contracts with the team
- It will shortly, we are actually building the delegate voting plugin right now! So less for your team to do. 🙂 No the wANT is our tokens for our AragonDAO which is on the old stack, we will also move our DAO over in due time! 🙂 
- TBD but i'll let you know when I get the above info 
Thank you! 🙂",,,,,
6.99642E+17,javery,2023/4/5 下午7:01,2023/4/5 ,"I’ll pick these up in the morning and send them over, unless @gaus  picks this up before me",,,,,
9.46033E+17,Arabot#8414,2023/4/5 下午7:01,2023/4/5 ,"Anthony Leutenegger is out of office until 2023/4/7 下午3:57. The user gets the ping but may not respond....
Add 👍 to delete this message",,,,,
8.71717E+17,aleuts,2023/4/6 上午1:58,2023/4/6 ,No rush! and hey @gaus !!!,,,,,
3.15352E+17,yikesawjeez,2023/4/10 上午1:26,2023/4/10,my god the value,,,,,
8.07644E+17,shawnzywonzie,2023/4/10 上午10:15,2023/4/10,https://tenor.com/view/what-is-that-what-is-happening-sam-neill-remove-sunglasses-gif-15770358,,,,,
8.24245E+17,arthuromniscia.io,2023/4/11 上午6:58,2023/4/11,"Gm team, not sure if this is the right place to ask but who should I contact regarding security audit proposals?",,,,,
8.07644E+17,shawnzywonzie,2023/4/11 上午8:01,2023/4/11,Started a thread.,,,,,
4.03431E+17,ka9#2013,2023/4/12 下午3:01,2023/4/12,Is it possible  to  create  a dao that uses  an existing  token,,,,,
9.33362E+17,unchained619,2023/4/13 上午8:17,2023/4/13,"Hi guys. How suitable is aragon app for a dao that solely focusses investing in the digital asset space on the Polygon Network along with offchain investments such as assets not on the polygon network. 

Initially the DAO has experience and ability to optimize ROI but as the DAO grows i wish to scale and implement proposal and governance schemes",,,,,
9.33362E+17,unchained619,2023/4/13 上午8:18,2023/4/13,I currently use syndicate and it’s perfect for what i require but i feel it can be daunting on onboarding new users. Aragon seems to have a mobile app approach,,,,,
8.07644E+17,shawnzywonzie,2023/4/14 上午11:55,2023/4/14,"Hey @Unchained We dont have a mobile app, however our new product has been optimized for a mobile web browser. 

Re your question: I think the Aragon app is definitely suitable. We are on Polygon and you can store any of your evm compatible digital assets in an Aragon DAO. I'm not sure exactly what you mean by ""Offchain investments"" but, from what i'm getting here, anything happening offchain would essentially be a signaling vote that would need to be executed by a human agent. Unless you can utilize Aragons plug-in feature to add on this functionality to the DAO.",,,,,
1.03637E+18,_generalist,2023/4/14 下午7:30,2023/4/14,"Hi Aragon team, for a hackathon, I am building cross chain voting and I intend to use OSX framework, but have been having some trouble understanding how plugins would work, is there any tutorial or can I DM someone in regards to my doubts thank you",,🔥 (1),,,
2.10379E+17,plopmenz,2023/4/15 上午5:09,2023/4/15,"Not from the team, but am developing a plugin to, so might be able to answer your question :)",,,,,
2.99443E+17,dr0r,2023/4/15 上午11:55,2023/4/15,How do I sell my DAOs tokens? Does Aragon offer a fundraising page?,,,,,
9.0972E+17,abuusama,2023/4/15 下午12:17,2023/4/15,Hackathon! lol,,,,,
9.0972E+17,abuusama,2023/4/15 下午12:18,2023/4/15,give it a couple weeks there will be something 😉,,"🔥 (2),👀 (1),🚀 (1)",,,
8.80794E+17,juliettech,2023/4/15 下午1:03,2023/4/15,Started a thread.,,,,,
9.33362E+17,unchained619,2023/4/15 下午11:36,2023/4/15,"Yeh i noticed the suitability due to compatibility with mobile browser. (A shortcut on device can be made)

In terms if offchain for eg the idea im running is to invest in digital assets not bound by the polygon ecosystem. So the dao will be operating on polygon but funds can be used to approve proposals executed to invest in assets like Litecoin, Cardano etc etc",,,,,
9.33362E+17,unchained619,2023/4/15 下午11:42,2023/4/15,@Shawnzy i would appreciate if we can arrange a demo cal so i could discuss the idea of a investment club and align suitability with the aragon platform,,,,,
6.00238E+17,olivier1977,2023/4/18 上午6:15,2023/4/18,anyone here who canhelp me with CLI/Frame problems? I cannot get things connected and want to work with my external SCs through agent.....,,,,,
8.07644E+17,shawnzywonzie,2023/4/18 上午8:31,2023/4/18,Started a thread.,,,,,
4.03431E+17,ka9#2013,2023/4/20 上午6:19,2023/4/20,@Generalist  need a sponsor?,,,,,
1.03637E+18,_generalist,2023/4/20 下午12:29,2023/4/20,Started a thread.,,,,,
4.91769E+17,Statbot#3472,2023/4/20 下午12:29,2023/4/20,,https://cdn.discordapp.com/attachments/1036975360551702568/1098690645356457984/user_stats.png,,,,
4.03431E+17,ka9#2013,2023/4/21 下午2:38,2023/4/21,Oh nice bot,,,,,
8.07644E+17,shawnzywonzie,2023/4/21 下午3:27,2023/4/21,Yup Statbot is a good one. Deff recommend if you want to dial in to your Discord activity 🙂,,,,,
4.91769E+17,Statbot#3472,2023/4/21 下午4:31,2023/4/21,,https://cdn.discordapp.com/attachments/1036975360551702568/1099069977224548462/server.png,,,,
4.03431E+17,ka9#2013,2023/4/21 下午5:29,2023/4/21,"�?,"",""
785612634514915338""",zion9999,2023/4/21 下午6:10,hello hello!,,
7.85613E+17,zion9999,2023/4/21 下午6:10,2023/4/21,i need some help with Node.js,,,,,
7.85613E+17,zion9999,2023/4/21 下午6:10,2023/4/21,I had CHATgpt4 help me with a code for a DAO im creating,,,,,
7.85613E+17,zion9999,2023/4/21 下午6:11,2023/4/21,but i'm as new as can be to node.js,,,,,
8.12014E+17,siddesh.eth,2023/4/22 上午3:12,2023/4/22,is there a graphql api for fetching all the proposals for a particular dao in aragon?,,,,,
